RBD,Nombre,Dirección,Teléfono,Correo,Página web,Director(a),Sostenedor,Región,Comuna
41997,JARDIN INFANTIL Y SALA CUNA VILLA ALEGRIA,"Av.enrique Campino, Compañia Alta 3031",983854813,gipsy.villarroel.a@junjired.cl,,Sin información.,"Junta Nacional De Jardines Infantiles, Junji",DE COQUIMBO,LA SERENA
41996,JARDIN INFANTIL Y SALA CUNA VISTA HERMOSA,Anibal Pinto  3062,940203115,secheverria@junji.cl,,Sin información.,"Junta Nacional De Jardines Infantiles, Junji",DE COQUIMBO,LA SERENA
23848,LA ARBOLEDA,Calle Pehuen 535,,ingrid.cisternas.a@junjired.cl,,Ingrid Andrea Cisternas Alfaro,"Junta Nacional De Jardines Infantiles, Junji",DE COQUIMBO,LA SERENA
578,LICEO BICENTENARIO DE EXCELENCIA IGNACIO CARRERA PINTO,Cantournet 725,2228228,liceo.ignaciocarrerapinto@slepelqui.gob.cl,Sin información.,María Paulina Darrigrande Morales,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
13415,LICEO DE ADULTOS MAX PLANCK,Juan De Dios Peni 830,213139,contacto@liceomaxplanck.cl,www.liceomaxplanck.cl,Erick Marcel Bravo Irribarra,Liceo De Adultos Max Planck Entidad Individual Educacional,DE COQUIMBO,LA SERENA
516,LICEO GABRIELA MISTRAL DE LA SERENA,Benavente 560,999975221,liceo.gabrielamistral@slepelqui.gob.cl,licgabrielamistral.wixsite.com/lgmls,María Soledad Arévalo Portilla,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
517,LICEO GREGORIO CORDOVEZ,Calle Gandarillas 940,989228529,liceo.gregoriocordovez@slepelqui.gob.cl,www.liceogregoriocordovez.cl,José Miguel Sansana Carrillo,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
11155,LICEO JORGE ALESSANDRI RODRIGUEZ,La Cruz Nº 1722 Cia Alta,983883531,carfdo1@gmail.com,Sin información.,Carlos Fernando Barahona Morgado,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
518,LICEO TECNICO MARTA BRUNET,Avenida Francisco De Aguirre 261,2224692,liceo.martabrunet@slepelqui.gob.cl,Sin información.,René Alejandro Torrejón Figueroa,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
13592,LICEO TECNICO PROF. ADULTOS CORESOL DE LA SER,Huachalalume S/n,2421194,directorcoresol@gmail.com,coresol.cl,Carlos Eduardo Araya Contardo,Fundación Educacional Coresol Del Norte,DE COQUIMBO,LA SERENA
13576,LICEO TECNICO PROFESIONAL EDUCADOR JUAN BAUTISTA DE LA SALLE,La Cruz Villa El Parque Cia. Alta La Serena 1794,,liceo.juanbautistalasalle@slepelqui.gob.cl,http://www.educadorjuanbautista.cl/,Eric Fernando Cabrera Vega,Servicio Local De Educación Del Elqui,DE COQUIMBO,LA SERENA
41117,LYCÉE FRÉDÉRIC MISTRAL,"Avenida Atlántico Nº 900, Serena Golf, Sector Urbano 900",2710675,rector@alliancelaserena.cl,www.alliancelaserena.cl,Evelyn Cinthia Chávez Durán,Alliance Spa,DE COQUIMBO,LA SERENA
13446,MARIA EDUCA,Avenida Arauco 4480,2270350,mario.thomas@mariaeduca.cl,www.mariaeduca.cl,Mario Horacio Thomas Gana,Fundacion Maria Educa,DE COQUIMBO,LA SERENA
31222,MARTIN LUTHER KING ADULT SCHOOL,Peru - Las Compañias 2234,252845,martinlutherking.1971@yahoo.es,Sin información.,Yarela Del Rosario Carvajal Díaz,Yarela Carvajal Díaz E.i.e.,DE COQUIMBO,LA SERENA
40354,MONTESSORI,Las Higueras 41,521083,cmontessorilaserena@gmail.com,montessorilaserena.cl,Yamit Carrillo Ravelo,Sociedad Educacional Montessori La Serena,DE COQUIMBO,LA SERENA
13384,SAINT JOHN´S SCHOOL,Vicente Zorrilla 1850,2252190,saintjohns1993@hotmail.com,www.sjs.cl,Ricardo Antonio Vera Mena,Corporacion Educacional   Saint Johns School La Serena,DE COQUIMBO,LA SERENA
31201,SAINT MARY SCHOOL - EL MILAGRO,Santiago Del Apostol 4741,293143,evegas@smary.cl,www.smary.cl,Eugenio Mauricio Vega Sasso,Sociedad Educacional Serena Educa Limitada,DE COQUIMBO,LA SERENA
36428,SALA CUNA Y  JARDIN INFANTIL DE INTEGRA DULCE MIRADA,Venezuela  2543,512256789,4.dulcemirada@fundacion.integra.cl,,Muñoz Nora Maria Olguin,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
41990,SALA CUNA Y JARDIN INFANTIL ABEJITA KIDS,Avenida Panoramica 965,995577010,ceciliainatzu@gmail.com,,Sin información.,Sala Cuna Y Jardin Infantil Abejita Kids Spa,DE COQUIMBO,LA SERENA
41016,SALA CUNA Y JARDIN INFANTIL CHILDREN`S WORLD,"Pedro Pablo Muñoz Nº 862, Centro De La Serena, Sector Urbano, Comuna De La Serena 862",,carmen.lorcab@gmail.com,Sin información.,Sin información.,Sociedad Educacional Children`s World Spa,DE COQUIMBO,LA SERENA
36430,SALA CUNA Y JARDÍN INFANTIL DE INTEGRA  VALLE DE LA LUNA,Calle Alicahue 205,964968188,valledelaluna@fundacion.integra.cl,,Diaz Laudia Paola Ramirez,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
36421,SALA CUNA Y JARDIN INFANTIL DE INTEGRA BOTONCITOS DEL VALLE,"Guatemala , Compañia Baja  2307",512253948,4.botoncitosdelvalle@fundacion.integra.cl,,Zarricueta A De Lourdes Flores,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
32033,SALA CUNA Y JARDIN INFANTIL DE INTEGRA HUERTO ENCANTADO,Pampa Baja Con Seminario 18,99648927,ertoencantado@fundacion.integra.cl,,Trigo Th Alejandra Trigo,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
36431,SALA CUNA Y JARDIN INFANTIL DE INTEGRA RONDA DE COLORES,Independencia 144,2345928,ondadecolores@fundacion.integra.cl,,Barraza Uisa Silvana Diaz,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
41026,SALA CUNA Y JARDIN INFANTIL DE INTEGRA TEQUIRQUE,"Escultor Virginio Arias Nº 3520, Localidad O Loteo Los Laureles, Sector Urbano, Comuna De La Serena 3520",,4.tequirque@fundacion.integra.cl,Sin información.,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,DE COQUIMBO,LA SERENA
41841,SALA CUNA Y JARDIN INFANTIL FRANCISCO DE ASIS,Juan De Dios Peni 450,992188493,patty.castroh@gmail.com,,Sin información.,Soc Educacional Francisco De Asis Sa,DE COQUIMBO,LA SERENA
41923,SALA CUNA Y JARDIN INFANTIL LITTLE SMILES,Juan Soldado 421,972847793,littlesmiles.contacto@gmail.com,,Sin información.,Educacion Infantil Integral Nieme Canevaro Limitada,DE COQUIMBO,LA SERENA
41829,SALA CUNA Y JARDIN INFANTIL MAGIA DEL SABER,Alberto Valenzuela 315,933192920,waldatorres.1965@hotmail.com,,Sin información.,Sociedad Educacional Magia Del Saber Limitada,DE COQUIMBO,LA SERENA
41850,SALA CUNA Y JARDIN INFANTIL MI GRANJA,Avenida Balmaceda  3522,512292823,migranja02@gmail.com,,Sin información.,Sociedad Educacional Valenzuela Ibarra Ltda,DE COQUIMBO,LA SERENA
41942,SALA CUNA Y JARDÍN INFANTIL MIS PRIMEROS PASOS,Avenida Estadio  1638,996802649,misprimerospasoslaserena@gmail.com,,Sin información.,Sociedad Educacional Mis Primeros Pasos Limitada,DE COQUIMBO,LA SERENA
41633,SALA CUNA Y JARDIN INFANTIL THE LITTLE PRINCE,"Calle Las Higueras N° 851, Sector Urbano, De La Comuna De La Serena 851",2229458,thelittleprince851@gmail.com,,Sin información.,Sociedad Educacional Las Higueras Limitada,DE COQUIMBO,LA SERENA
13319,SCUOLA ITALIANA ALCIDE DE GASPERI,Av. El Santo 3705,2426600,secretaria@scuolaitalianalaserena.cl,www.scuolaitalianalaserena.cl,Carlos Alberto Slomp Burger,Fundacion Scuola Italiana Alcide Gasperi,DE COQUIMBO,LA SERENA
20513,AMAZING GRACE ENGLISH SCHOOL - PEÑUELAS,"Avenida El Rosario, Rosario De Peñuelas 3870",2400600,rectoria@amazinggraceco.cl,www.amazinggraceco.cl,Patricia Angélica Gallardo Olivares,Sociedad Educacional Shalom  Spa,DE COQUIMBO,COQUIMBO
20505,AULA HOSPITALARIA DE COQUIMBO,Cirujano Videla Sn,2674683,direccion@ahss.cl,www.ahss.cl,Monserrat Del Rosario Perez-cueto Deza,Aulas Hospitalarias San Sebastian E.i.e.,DE COQUIMBO,COQUIMBO
32016,AYLLU,Avda. Cardenal Jorge Medina Estevez 535,,susana.silva.c@junjired.cl,,Susana Bernardita Silva Cienfuegos,"Junta Nacional De Jardines Infantiles, Junji",DE COQUIMBO,COQUIMBO
40400,CENTRO DE EDUCACION INTEGRAL DE ADULTOS SANTA,Las Dalias - Sindempart - Coquimbo 308,2498728,ceiasantateresa@gmail.com,www.santateresa.cl,Lorena Alejandra García Ibacache,Corporación Educacional Santa Teresa De Los Andes De Sindempart,DE COQUIMBO,COQUIMBO
13396,CENTRO EST.Y DES.INTEGRAL DEL NINO,Avenida Alessandri 1175,2564657,cedincovico@hotmail.com,www.cedin.cl,Mary Carmen Hidalgo Olivares,Corporación Educacional Centro De Estudios Y Desarrollo Integral Del Niño,DE COQUIMBO,COQUIMBO
623,CENTRO LABORAL JEAN PIAGET,Miraflores   525 B,2314914,esc.jeanpiaget@slepuertocordillera.cl,Sin información.,Rosa Esmeralda Pérez Ramírez,Servicio Local De Educación Pública Puerto Cordillera,DE COQUIMBO,COQUIMBO
40076,COLEGIO ADULTOS LAS VIOLETAS,Las Violetas Sindempart 1159,266090,arturo.galleguillos@hotmail.com,www.colegiolasvioletas.cl,Arturo Javier Galleguillos Trigo,Corporación Educacional Las Violetas,DE COQUIMBO,COQUIMBO
13528,COLEGIO ADULTOS SAN LUIS,"Avda. Ossandon 150, El Llano",546230,luiggi@wilug.cl,www.ceiasanluis.cl,Camila Paz Andrea Crisosto Barrales,Corporación Educacional  San Luis De Coquimbo,DE COQUIMBO,COQUIMBO
40064,COLEGIO ALTA CORDILLERA,Cardenal Carlos Oviedo 3380,2317507,direccionaltacordillera@gmail.com,www.altacordilleracoquimbo.cl,Cecilia Marcela Tamayo Plaza,Corporación Educacional Alta Cordillera,DE COQUIMBO,COQUIMBO
13491,COLEGIO ALTAZOR,Regimiento Arica 700,2232193,colegioaltazorcqbo@gmail.com,www.colegioaltazor.cl,Andrés Mauricio Barraza Jopia,Corporacion Educacional Altazor  De Coquimbo,DE COQUIMBO,COQUIMBO
13518,COLEGIO ARAUCO,Arauco 988,,colarauco@yahoo.es,Sin información.,Carolina Alejandra Dinamarca Bonilla,"Corporación Educacional Araya, Valdés Y Araya",DE COQUIMBO,COQUIMBO
646,COLEGIO BERNARDO O´HIGGINS,Avenida Matta 86,2313192,bernardoohigginscqbo@gmail.com,www.cbo.cl,Wilson Ismael Puelles Jopia,Corporacion Educacional Colegio Bernardo O` Higgins- Coquimbo,DE COQUIMBO,COQUIMBO
40189,COLEGIO CABO ALTO,Portales 962,2322035,andres.ac77@gmail.com,www.caboalto.cl,Ana Oriela Toro Ogalde,Corporación Educacional Alta Cima,DE COQUIMBO,COQUIMBO
41018,COLEGIO CONQUISTADORES COQUIMBO,"Las Azucenas Nº 690, Sindempart, Sector Urbano, De La Comuna De Coquimbo 690",2234652,colegioconquistadorescoquimbo@gmail.com,www.colegioconquistadores.cl,Sergio Antonio Caro Aguilera,Arturo Javier Galleguillos Trigo Argat E.i.r.,DE COQUIMBO,COQUIMBO
13314,COLEGIO CRISTOBAL COLON,Los Clarines 2201,2265624,dinko.koscina@fundacioncolon.cl,colegiocolon.cl,Angélica Del Rosario Bravo Salas,Fundación Educacional Colón,DE COQUIMBO,COQUIMBO
20326,COLEGIO DE ADULTOS SU SANTIDAD JUAN PABLO II,Los Perales Esquina Alejandro Daud Noemi  2948,26209659,colegiossjuanpablosegundo@gmail.com,www.cassjps.cl,Jorge Lorenzo Ramírez Flores,Jorge Lorenzo Ramirez Flores Educacion De Adultos Eirl,DE COQUIMBO,COQUIMBO
42079,COLEGIO DE ADULTOS SU SANTIDAD JUAN PABLO II,"Calle Arauco Nº 530, Localidad O Loteo Tierras Blancas, Sector Urbano, Comuna De  Coquimbo 530",42827833,info@cassjps.cl,www.cassjps.cl,Jorge Lorenzo Ramírez Flores,Jorge Lorenzo Ramirez Flores Educacion De Adultos Eirl,DE COQUIMBO,COQUIMBO
613,COLEGIO DE ARTES CLAUDIO ARRAU,Avenida Videla 199,2328751,col.artesclaudioarrau@slepuertocordillera.cl,www.arraucoquimbo.cl,Carlos Ronnie Videla Bonilla,Servicio Local De Educación Pública Puerto Cordillera,DE COQUIMBO,COQUIMBO
41099,COLEGIO DE JÓVENES Y ADULTOS OSSANDÓN,Ossandón N° 815,2751801,lseferino@gmail.com,colegioossandon.cl,Camila Alejandra Urrutia Zambra,Corporación Educacional Lihuen,DE COQUIMBO,COQUIMBO
13370,COLEGIO DEL ALBA,Micaela Godoy 275,2605210,directorio@colegiodelalbacoquimbo.cl,www.colegiodelalbacoquimbo.cl,Rossana Danaes Cardenas Casanga,Sociedad Educacional Del Alba S.a.,DE COQUIMBO,COQUIMBO
13621,COLEGIO DISCOVERY,"Pedro Lagos , Sector El Llano 721",2520027,directora@discoveryschool.cl,colegiodiscovery.cl,Debbie Karin Álvarez Gutiérrez,Corporación Educacional Aventura,DE COQUIMBO,COQUIMBO
40033,COLEGIO DOMINGO FAUSTINO SARMIENTO,Pedro Montt 220. El Llano 220,2323588,colegio.dfs.coquimbo@gmail.com,Sin información.,Ximena Javiera Barraza Solís,Corporación Educacional Domingo Faustino Sarmiento,DE COQUIMBO,COQUIMBO
13445,COLEGIO ESPANOL,Avenida Alessandri 303,2549114,cespa_q@hotmail.com,Sin información.,Giannina Andrea De Los Angeles Lotito Manterola,Corporación Educacional Colegio Español,DE COQUIMBO,COQUIMBO
13593,COLEGIO EUSEBIO LILLO PUNTA MIRA,Calle Nueva 2801,2472430,corporacion.eusebiolillo@gmail.com,www.eusebiolillo.cl,Ivonne Annabele Oyarce González,Corporación Educacional Eusebio Lillo,DE COQUIMBO,COQUIMBO
13313,COLEGIO FRANCIS SCHOOL,Los Tulipanes 254,2266562,frangecar@yahoo.com,www.francisschool.cl,Francis Gema Oyarzún Caru,Fundación Educacional Francis School,DE COQUIMBO,COQUIMBO
13608,COLEGIO GOLDEN HIND SCHOOL,Eduardo Mallea 401,2263667,contacto@goldenhindschool.cl,goldenhindschool.cl,Graciela Del Pilar Mardones Díaz,Corporación Educacional Masadi,DE COQUIMBO,COQUIMBO
13637,COLEGIO HELLEN KELLER PEÑUELAS,Av Nueva Uno 595,223813829,colegiohellenkeller@gmail.com,www.colegiohellenkeller.cl,Ivonne Yanett Gutiérrez Pozo,Fundación Educacional Colegio Hellen Keller,DE COQUIMBO,COQUIMBO
13632,COLEGIO HORIZONTES,Parque Nacional Fray Jorge 1153,2242298,colegiohorizontes@colegiohorizontes.cl,www.colegiohorizontes.cl,Jean Paul Reyes Altamirano,Fundación  Educacional Nuevos Horizontes,DE COQUIMBO,COQUIMBO
13612,COLEGIO JOSE MARTI PEREZ,"Director Lagarrigue, San Juan 735",2561323,gsaavedra@josemarti.cl,www.josemarti.cl,Ginia Andrea Saavedra Espinosa,José Marti Corporacion Educacional,DE COQUIMBO,COQUIMBO
630,COLEGIO LA HERRADURA,La Ermita   La Herradura 355,2260370,col.laherradura@slepuertocordillera.cl,Sin información.,Ernesto Francisco Lizana Valdivia,Servicio Local De Educación Pública Puerto Cordillera,DE COQUIMBO,COQUIMBO
11103,COLEGIO LOS CARRERA SPA,Abtao 190,2316656,clc.coquimbo@gmail.com,www.colegioparticularloscarrera.cl,Carmelina Doris Reyes Durán,Manuel A. Santander Escobar Serv.ed. E.i.r.l.,DE COQUIMBO,COQUIMBO
647,COLEGIO MANUEL MONTT,Los Espinos Sur 2715 El Sauce Miramar,91933967,colegiomanuelmontt@gmail.com,colegiomanuelmontt.cl,Danisa Tatiana Bonilla Cabezas,Corporación Educacional Manuel Montt,DE COQUIMBO,COQUIMBO
13514,COLEGIO MARIA DE ANDACOLLO,"Luis Torres Araya , Tierras Blancas 14",2243729,mariadeandacollo@hotmail.com,www.colegiomariadeandacollo.cl,Irma Cecilia Medrano Castillo,Corporacion Educacional María De Andacollo,DE COQUIMBO,COQUIMBO
13489,COLEGIO MARIA EDUCA,"Fray Jorge,   Bosque San Carlos 850",2230423,graciela.guerrero@mariaeduca.cl,www.mariaeduca.cl,Susana Del Carmen Salgado Cardemil,Fundacion Maria Educa,DE COQUIMBO,COQUIMBO
13525,COLEGIO OLIMPO,Subteniente Héctor Lacrampette 114,223167446,olimpocolegio@gmail.com,www.colegioadultosolimpo.cl,Juan Domingo Molina Chilla,Corporacion Manantial,DE COQUIMBO,COQUIMBO
629,COLEGIO PABLO NERUDA,Camino Interior Nª 9505. Ruta D-43 Pan De Azúcar Coquimbo 9505,2239861,col.pabloneruda@slepuertocordillera.cl,Sin información.,Manuel Fernando Salas López,Servicio Local De Educación Pública Puerto Cordillera,DE COQUIMBO,COQUIMBO
16913,COLEGIO PADRE PIO,Fundacion Loteo 112 Tongoy 156,549909,escuela.tongoy@gmail.com,Sin información.,Carmen Gloria Núñez Bonilla,Corporación Educacional Dayca,DE COQUIMBO,COQUIMBO
13341,COLEGIO PART. KOMVUX - COQUIMBO,Av. Pdte. Arturo Alessandri 1859,228573495,colegiokomvux@yahoo.es,www.colegiokomvux.cl,Carolina Luisa Muñoz Carvajal,Corporacion Educacional Colegio Komvux,DE COQUIMBO,COQUIMBO
11145,COLEGIO PARTICULAR CALASANZ,Valdivia 951,2241497,colegio@calasanztb.cl,calasanztb.cl,Enrique Roberto Arenas Otárola,Pio Instituto Hijas De Maria Religiosas De Las Escuelas Pias,DE COQUIMBO,COQUIMBO
649,COLEGIO PARTICULAR GABRIELA MISTRAL,Abtao 22,2311577,colgami@gmail.com,www.colegiogabrielamistralcoquimbo.cl,Luisa Mariela De Lourdes Cuello Yuschkewitz,Corporación Colegio Gabriela Mistral De Coquimbo,DE COQUIMBO,COQUIMBO
13373,COLEGIO PARTICULAR LEONARDO DA VINCI,Juan Barrera Cortes - El Agrado De Penuelas 2050,2248772,secretaria@davincicoquimbo.cl,www.davincicoquimbo.cl,Yanet Estela Órdenes González,Corporación Educacional Peñuelas,DE COQUIMBO,COQUIMBO
13342,COLEGIO PARTICULAR SAN FRANCISCO JAVIER,Lincoyan 065,633798,sostenedor@colegiofranciscojavier.cl,www.colegiofranciscojavier.cl,Lorena Pilar Araya Núñez,Corporación Educacional San Francisco Javier,DE COQUIMBO,COQUIMBO
11133,COLEGIO PARTICULAR SAN GABRIEL,Eleuterio Ramirez 440,97701573,colegiosangabrielcoquimbo@gmail.com,Sin información.,Aída Ester Segovia Álvarez,San Gabriel Arcangel E.i.e.,DE COQUIMBO,COQUIMBO
655,COLEGIO PARTICULAR SAN IGNACIO,"Jose Toha , Herradura Oriente 1550",2264048,sanignacio.basica@gmail.com,www.sanignacio-coquimbo.cl,Dayana Karim Carmona Álvarez,Corporación Educacional San Ignacio De Coquimbo,DE COQUIMBO,COQUIMBO
13320,COLEGIO PARTICULAR TONGOY,Avenida Barnes 75,2577654,coorporacionet@gmail.com,Sin información.,Carolina Selemine González Burgos,Corporacion Educacional Colegio Tongoy,DE COQUIMBO,COQUIMBO
13604,COLEGIO RAKIDUAM,Avenida La Cantera 610,546103,direccion@colegiorakiduam.cl,www.colegiorakiduam.cl,Carolina Del Carmen Pizarro Lagos,Fundación Educacional Rakiduam,DE COQUIMBO,COQUIMBO
13332,COLEGIO SAINT MARY SCHOOL,Av. El Sauce 1049 Sindempart Coquimbo,261714,saintmaryschool@smary.cl,Sin información.,Carola Soledad Iribarren Véliz,Saint Mary School S.a.,DE COQUIMBO,COQUIMBO
13504,COLEGIO SAN LORENZO,Narciso Herrera 2575,2277056,soledad.sanlorenzo@gmail.com,www.colegiosanlorenzolacantera.cl,Soledad Del Rosario Salazar Aracena,Corporación Colegio San Lorenzo  De Coquimbo,DE COQUIMBO,COQUIMBO
13626,COLEGIO SAN LUIS,Avda Ossandon 350,2546240,luiggi@wilug.cl,www.instagram.com/colegio_sanluis_coquimbo/,Pamela Carolina Arancibia Araya,Corporación Educacional  San Luis De Coquimbo,DE COQUIMBO,COQUIMBO
617,COLEGIO SANTA CECILIA,Borgono 1100,443695859,col.santacecilia@slepuertocordillera.cl,Sin información.,Cecilia Angélica Cortés Olivares,Servicio Local De Educación Pública Puerto Cordillera,DE COQUIMBO,COQUIMBO
13442,COLEGIO SANTA FAMILIA,Eduardo Mallea 601,266516,corporacionsanguillermo@colegiosantafamili.cl,www.colegiosantafamilia.cl,Sandra Del Rosario Franco Pastén,Corporación Educacional San Guillermo,DE COQUIMBO,COQUIMBO
13553,COLEGIO SANTA HELENA COLLEGE,Avda Videla 235,984498473,santahelenacollege@gmail.com,w.w.w.shcc.cl,Elena Adelaida Varela Sierra,Corporacion Educacional Santa Helena College,DE COQUIMBO,COQUIMBO
13324,COLEGIO SANTA MARIA DE BELEN N_ 162,Las Begonias           Sindempart 361 - 371,268040,secretariasmbelen@gmail.com,www.smbelenfranciscanas.cl,Patricia Elena Castillo Oros,Hermanas Franciscanas Misioneras De Jesus,DE COQUIMBO,COQUIMBO
13467,COLEGIO SANTA MARIA DEL REFUGIO,Padre Hurtado 911,2605073,contacto@santamariadelrefugio.com,www.santamariadelrefugio.com,Carla Yanina Castillo Varas,Hermanas Franciscanas Misioneras De Jesus,DE COQUIMBO,COQUIMBO
648,COLEGIO SANTA MARTA,Manuel Rodriguez 2110,2672760,fecosamarta@gmail.com,www.colegiosantamartacoquimbo.cl,Jeanette Alejandra González Corvalán,Fundacion Educacional Colegio Santa Marta Coq,DE COQUIMBO,COQUIMBO
40208,COLEGIO TECNICO PROFESIONAL ALTUE,Cabo Exequiel Aroca 1340,40005627,colegioaltue@gmail.com,www.colegioaltue.cl,José Emmanuel González Moris,Corporaciòn Educacional Cristo De La Misericordia,DE COQUIMBO,COQUIMBO
13530,ESC. DE TRAST. ESPECIFICOS DE LEGUAJE JOSE M,"Santiago Amengual 21, Poblacion San Juan",2322738,escueladelenguajejosemarti@hotmail.com,Sin información.,Marcela Del Carmen González Campaña,José Marti Corporacion Educacional,DE COQUIMBO,COQUIMBO
13613,ESC. ESP. DE LENGUAJE HISPANOAMERICANA,"11 De Septiembre 348, Sector San Juan",935759784,esc.hispanoamericana@gmail.com,www.escuelahispanoamericana.cl,Elizabeth Yessenia Hidalgo Santiagos,Escuela De Lenguaje Hispanoamericana Corporación Educacional,DE COQUIMBO,COQUIMBO
40322,ESC. ESP. DE TRAST. DEL LENGUAJE CORDILLERA P,Rio Huentelauquen  1500,278000,escuelacordilleraporvenir1@gmail.com,Sin información.,Carolina Andrea Diaz Alday,Corporacion Educacional Escuela Especial Cordillera Porvenir,DE COQUIMBO,COQUIMBO
40055,ESC. ESP. TRANS. DEL LENG. CORDILLERA SINDEMP,Las Pataguas 1265,269000,escuela.lenguaje.cordillera@gmail.com,Sin información.,Carolina Andrea Sexton Arancibia,Corporacion Educacional Escuela Especial Cordillera Sindempart,DE COQUIMBO,COQUIMBO
13607,ESC. ESPECIAL DE LENGUAJE ALTO DEL MIRAMAR,"Miramar Poniente 412, Parte Alta",2310583,directoraam2019@gmail.com,Sin información.,Estefanía Belén Segovia Bonilla,Corporación Educacional Perspectiva,DE COQUIMBO,COQUIMBO
13623,ESC.ESP. DE LENGUAJE SAN CARLOS,"Los Ruiles 1231, Bosque San Carlos 1231",2241652,escueladelenguajesancarlos@gmail.com,Sin información.,Claudia Teresa Alfaro Pizarro,Corporación Educacional San Carlos Del Bosque,DE COQUIMBO,COQUIMBO
13636,ESC.ESP.DE LENG.HORIZONTES DE PALABRAS,"Valle De Elqui 103, Tongoy",983395431,horizontedepalabras2024@gmail.com,gmail.com,Grace Fernanda Sarria Pineda,Corporacion Educacional Horizonte De Palabras,DE COQUIMBO,COQUIMBO
13499,ESC.ESP.DE TRANST. DE LA COM. CEDIN - TIERRA,Tarapaca 1365 Tierras Blancas Coquimbo,2564663,colegio.tierrasblancas@cedin.cl,www.cedin.cl,Maggie Angélica Lobos Contreras,Corporación Educacional Centro De Estudios Y Desarrollo Integral Del Niño,DE COQUIMBO,COQUIMBO
